name,title,star,contents,date
성호쌤과 함께하는 랜선 박물관 여행,문화사 수업에 매우 유용한 연수입니다.,5점,"중학교 3학년 역사 수업을 진행함에 있어 문화사 수업은 매우 힘들고, 아이들이 어려워하는 주제인데 실제 박물관에 가서 어떻게 유물을 봐야 하는지 알려주어서 매우 좋았습니다. 우리나라의 매우 특색있는 박물관이 이렇게 많았음을 새삼 다시 알았고, 방학을 이용하여 박물관을 방문해 볼 생각입니다.",2023.06.28
신병주 교수의 왕으로 산다는 것,역사 수업의 많은 도움이 되는 연수,5점,"조선시대를 가르치는 중학교 3학년 역사 수업에 있어, 왕들의 생생한 이면을 알 수 있어 매우 좋았습니다. 태조 이성계부터 순종 대까지 조선 역사의 흐름을 파악할 수 있었고, 역사 수업을 진행 함에 있어 풍부한 배경지식을 쌓을 수 있어 매우 유익했습니다. 추천하는 연수입니다. 즐겁게 연수 이수 했습니다.",2023.06.28
학생들과 함께 나누는 기후변화 이야기,재밌고 유익한 강의,5점,"무엇보다 지금 시급하고 중요한 이야기를
재밌고 흥미롭게 배울 수 있었습니다.",2023.06.27
수업을 살리는 체육 레시피,체육수업이 도움이 됩니다.,5점,체육 활동에 도움이 되었습니다.,2023.06.27
같이 읽고 함께 나누는 독서수업방법,쉽고 재밌는 독서교육!!!,5점,너무 훌륭한 연수였습니다.,2023.06.26
7인의 전문의와 함께하는 메디컬 콘서트,쉽고 재밌어요,5점,주변 선생님들께 다 추천했어요. 유익한 강의입니다,2023.06.26
교과수업에 활용하는 진로교육,실재적인 진로 교육 연수,5점,"기존 여러 진로교육 연수들이 있다. 많은 연수들 중 '교과수업에 활용하는 진로교육' 연수는 강사님의 강의도 훌륭하고 특히 실재적이고 현장에 바로 활용가능한 부분들이 많았던 연수였다.
연수를 듣고 생각할 부분과 실제 적용할 부분이 많아서 많은 도움이 되었다.",2023.06.26
일본어 마스터 1,일본어 공부에 도움이 되는 연수,5점,일본어의 기본 글자부터 시작하여 기본 문형과 문법을 이해하는데 많은 도움이 됐습니다.,2023.06.25
학생들과 함께 나누는 기후변화 이야기,기후 환경 위기 심각성 깨닫기,4점,기후 환경 위기의 심각성을 깨닫고 이를 보존하기 위한 방안 들에 대해서 생각할 수 있는 계기가 되었음,2023.06.23
지리와 함께하는 인문학 티타임,잘 들었습니다,5점,조용히 강의를 들으며 많은 생각을 하게 되고 되돌아볼 수 있어 좋았습니다~,2023.06.23
메이슨의 Travel English,여행 활용,5점,여행 활용에 도움이 되는 유익한 연수였습니다.,2023.06.22
지리와 함께하는 인문학 티타임,좋은 수업 강의 감사합니다.,5점,"지역과 도시, 동화와 관련된 내용이
인문학적 소양을 높일 수 있도록 다양한 이야기를 수업으로 들어서 너무 좋았습니다.",2023.06.20
참여하고 탐구하는 통합과학 수업방법,비스무트라는 새로운 원소를 알게 되었어요^^,5점,"주기율표를 열심히 외우기만 했어요^^
비스무트라는 아주 예쁜 원소가 있다는 것을 알게 해주시고, 아이들과 쉽게 실험을 해서 예쁜 결정을 만들 수 있다는 것을 배우게 되었습니다.
학생들이 참여하는 모습을 보여주심으로써 실제 수업에서도 적용할 수 있겠구나를 느낄 수 있어서 좋았습니다.
꼭 수업에 활용해보도록 하겠습니다. 감사합니다.",2023.06.19
"학급경영, 수업, 업무 - 노션으로 한 방에 해결하기",노션! 교사에게 필요한 최고의 도구인것 같아요!,5점,"노션을 선생님들이 많이 사용하고 계시고, 좋다고 추천은 받았는데 어떻게 사용하는 지를 몰라서 고민하고 있었습니다. 그런데 어떤 선생님께서 t셀파연수원에 노션에 대한 좋은 연수가 있다길래 추천해주셔서 신청하게 되었습니다.
연수를 들으며 너무 좋았던 점은 두 선생님의 대화형식으로 진행된다는 것입니다. 저도 궁금한 점, 어려운 점을 노션을 배우는 입장의 선생님께서 질문해주시고 가르쳐주시니 더 이해가 쏙쏙 잘 되었습니다! ㅎㅎ
여태껏 원격연수를 들을 때 한귀로 흘려듣게 되는 경우가 많았는데 정말 집중이 잘 되고 하나도 흘리는 것 없이 배우려 노력했습니다.
연수 한개를 듣고 직접 노션을 켜서 함께 실습해보니 이해가 더 잘 된 것 같아요.
누구나 잘 알거라고 생각하고 넘기지 않으시고 기본적인 아이콘, 기능부터 심화기능까지 세부적으로 설명해주시는 것도 너무 좋았습니다.
기능설명에서 그치는게 아니라 어떻게 교실에 활용할 수 있는지까지 친절히 알려주셔서 나의 교실에서는 어떻게 활용할 수 있을지 응용해서 고민도 많이 하고 있습니다.
제일 좋았던 기능은 동학년 협업 페이지 만들기였습니다. 매번 단체카톡에 번거롭게 올리거나 쿨박스에 담았는데 노션이 있다면 카테고리를 만들어 쉽게 정보공유를 할 수 있다는 것을 깨닫고 제가 먼저 만들어보려고 합니다!^^
막내지만 !!!ㅎㅎㅎ

강의를 들으며 정말 좋은 프로그램이 많은데 놓치고 있는 것이 많다는 것을 깨달았어요..세상은 빨리 바뀌고, 좋은 것들이 많이 나오는데 공부를 열심히 해서 아이들, 저에게도 좋은 영향을 줄 수 있도록 자기계발 하도록 하겠습니다.

♥♥♥ 멋진 강의 너무너무 감사합니다 ♥♥♥♥",2023.06.19
당장 따라 할 수 있는 사계절 학급운영+이벤트,즐거운 학급 운영,5점,1년이라는 시간 동안 학급을 즐겁고 신나게 운영할 수 있는 다양한 방법 들이 제시되어 있어 좋았습니다.,2023.06.19
스토리텔링을 활용한 초등수학 수업,재미있는 수학 수업,5점,딱딱하기 쉬운 수학 수업에 재미를 불어 넣을 수 있는 방법이라서 수업에 잘 활용할 수 있을 듯 합니다.,2023.06.19
재테크보다 중요한 나만의 재무설계,늘 어렵게만 느껴졌던 재무설계,5점,연수를 듣고나니 뭔가 부자가 될 것만 같은 기분이 드네요.,2023.06.18
강의의 품격,도움 많이 받은 연수,5점,추천합니다. 교사에게 꼭 필요한 연수네요.,2023.06.18
같이 읽고 함께 나누는 독서수업방법,흥미로운 독서수업방법,5점,"어렵게만 느껴졌던 독서수업.
이제는 자신감이 생겼습니다.",2023.06.18
당장 따라 할 수 있는 사계절 학급운영+이벤트,도움 많이 받았습니다.,5점,재밌고 유익한 연수입니다.,2023.06.18
인성교육 연구보고서 작성법,도움 많이 받았습니다.,5점,"보고서를 어떻게 작성해야하나 막막했는데, 큰 도움을 받았습니다.",2023.06.18
성호쌤과 함께하는 랜선 박물관 여행,박물관에 대한 새로운 시각,5점,박물관이 어렵게만 느껴졌지만 가고 싶은 곳이 되는 연수였습니다. 학생들과 함께 가도 부담스럽지 않은 곳이 되는 연수가 되었습니다. 아픈 역사를 돌아보는 시간이 되는 연수이기도 했습니다. 만주주의 발자취를 따라 남산의 여러 곳을 설명을 들으면 받은 연수가 다시 떠오르는 시간이었습니다. 아픈 역사를 잊지 말고 되풀이 되지 않았으면 좋겠습니다.,2023.06.18
손그림과 파워포인트로 교실 속 콘텐츠 만들기,유익한 연수였습니다.,5점,손그림은 제가 연수 따라하면서 재미있게 배웠구요. 실제 교실 칠판에서 간단하게 그림 그릴 때 잘 사용할꺼 같아요. 그리고 파워포인트는 어렵다고만 생각했는데 간단하게 설명해주셔서 좋았습니다.,2023.06.17
메이슨의 Travel English,여행시 필요한 다양한 상황별 표현이 많았습니다.,5점,여행시 필요한 다양한 상황별 표현이 많았습니다.,2023.06.16
강의의 품격,수업의 품격을 높이는 강의,5점,강의를 듣고 수업의 품격을 높일 수 있도록 증진해야겠다.,2023.06.15
일본어 마스터 2,재미있어요!,5점,쉽고 재미있게 일본어를 배울 수 있어서 좋았습니다!,2023.06.15
메이슨의 패턴잉글리쉬,패턴별 영어 익히기 좋습니다!!,5점,"연수 제목처럼 패턴별로 회화를 익히기 좋은 연수입니다.
어렵지 않은 문장 구조로 반복 학습하면서 도움을 많이 받고 있어요. 퀴즈 더 많이 풀고 싶어요^^",2023.06.14
"행복한 학급 만들기, 학생과 교사 자존감 수업",행복한 학급 만드는 비법,5점,"긍정심리학에 기반을 두고 학생, 교사 모두의 자존감을 높일 수 있는 방법을 여러 이론들과 학습방법을 바탕으로 설명해 주십니다. 교실수업에서도 적용해 보도록 하겠습니다 ^^",2023.06.14
독립운동 현장읽기 - 의병전쟁,독립운동 현장읽기를 통해 역사를 다시 관심있게 들여다보게 됩니다,4점,치열했던 의병전쟁을 비롯해 중요한 역사적 사실을 다시 들여다보고 생각해볼 수 있는 유익한 시간이었습니다.,2023.06.13
실패 없는 과학 교과서 실험 (3~4학년 1학기),과학 교과를 가르치는데 큰 도움이 된 연수,5점,과학 교과를 가르치는데 단원마다 지도상 유의점이나 사전 실험시 안내 사항을 친절하게 안내해주어서 큰 도움을 받았습니다.,2023.06.13
그림검사와 다양한 기법으로 만나는 미술치료,미술시간 활용하기좋은연수,5점,"간단하면서도 아이들의 심리까지 파악할 수 있는 다양한 소재 거리가 있는 수업이었다. 3월 아이들을 알아가는 시간, 적용해보면서 아이들의 특징을 파악해보고 또 중간 중간 아이들의 마음을 알아가는 데 필요한 수업이다.",2023.06.12
성호쌤과 함께하는 랜선 박물관 여행,새롭게 보이는 박물관,5점,"초등학교 저학년 아이가 있고, 아이가 박물관을 좋아해 한달에 두세번은 꼭 박물관에 가서 한때를 보내다 오는데, 서대문형무소, 국립중앙박물관, 대한민국역사박물관 등 서울 및 근교에 있는 박물관은 모두 섭렵하였습니다.
하지만 아이에게 잘 보여주었고, 설명도 잘 해주었다고 생각된 부분들이 틀리기도 했었고, 또 많이 미흡했다는 걸 깨달았습니다.
강의를 들으며 내내 '아,, 이게 진짜지.'라는 말을 몇번 되뇌었는지 모르겠네요.
사실은 박물관이 매우 넓고 하루만에 다 돌아보기도 힘들어 부분 부분 재미있고 특이한 전시 위주로 돌아다닌 것도 있기는 하지만 강의를 듣다보니 진짜 수박 겉만 핥다 왔다는 생각에 참 부끄러워 지기도 합니다.
특히 서대문형무소는 다시 꼭 가보려고 합니다.
한여름에 뙤양볕에 돌아다녀야 해서 구석구석 제대로 보지 못한 것도 있지만, 아는 만큼 보인다고 이제는 곳곳에 숨어있는 의미있는 장소를 다시금 차근차근 돌아보며 아이에게 잊지 말아야할 우리의 아픈 역사에 대해 이야기해주려 합니다. 독립투사의 얼이 서려있는 곳이며 참혹했던 수감시절의 고통도 느껴보는 의미있는 시간이 되겠지요.

다만, 강의 자체는 훌륭하나 강사님의 설명 위주로만 진행되어 영상이라든지, 다양한 사진자료, 전시자료 등을 보여주면서 설명을 해주셨으면 어땠을까 하는 아쉬움이 들지만, 이것은 직접 가서 찾아보는 걸로...

조곤조곤 설명해주시는 선생님의 이야기가 아직도 귀에 쟁쟁하게 들리는 듯 하네요..
좋은 강의 정말 감사합니다~~",2023.06.12
"하루 20분, 컬쳐 리스닝 픽업",쉽고 재미있습니다!,5점,수업에 적용하기 좋을 것 같아요. 감사합니다!,2023.06.12
메이슨의 패턴잉글리쉬,연수가 좋았어요.,4점,연수가 유익하고 좋았습니다. 그러나 좀더 수준이 있는 내용으로 구성하면 더 좋을 것 같습니다.,2023.06.12
그림을 통해 만나는 우리 아이,간단한 그림을 통한 아이 이해하기,3점,"그림은 사람의 내면을 드러내는 대표적인 표현방식입니다.
저의 자녀, 우리 반 아이들의 그림 속 내면을 알고 싶어 신청했는데, 다소 도움이 되었습니다.
온라인 강의가 그렇듯, 뜻깊고 큰 도움을 위하기보다는 기존의 내용을 다시 재편하는 적이 대부분이라 아쉬운 점도 많은게 사실입니다.
다른 연수와 큰 차이점도 느껴지지 못했구요.
티셀파 연수가 알찬 연수로 알려지도록 내용면에서 노력했음 하는 바람입니다.",2023.04.29
재테크보다 중요한 나만의 재무설계,기본개념공부는 굳! 더 깊고 자세한 재테크공부는 노우,3점,"재테크를 막 시작하는 20대 선생님들에게 추천합니다.
재테크의 기본 개념과 뜻, 돈관리의 체계화, 단기미래 장기미래 설정하기 등 젊은 사람을 위한 기본 상식, 내용이 알찹니다.
단, 저는 좀 더 심도깊은 내용을 원했는데, 대부분 알던 내용들이 주를 이루어 아쉬웠습니다.",2023.04.29
